Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KETOLA / PETOLA SEGI,F.A.Q,100 KG,500.00,500.00,400.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (CHINA),F.A.Q,100 KG,500.00,400.00,400.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,400.00,400.00,300.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",PISANG BERANGAN,F.A.Q,100 KG,430.00,400.00,400.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",PISANG MAS,F.A.Q,100 KG,480.00,450.00,400.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",SAWI HIJAU,F.A.Q,100 KG,700.00,700.00,600.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,A,100 BIJI,43.00,43.00,43.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,B,100 BIJI,41.00,41.00,41.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,C,100 BIJI,40.00,40.00,39.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,300.00,300.00,260.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,600.00,500.00,500.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TIMUN HIJAU ,F.A.Q,100 KG,450.00,450.00,400.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TOMATO (TANAH TINGGI),F.A.Q,100 KG,500.00,400.00,400.00
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",UBI KENTANG HOLLAND,F.A.Q,100 KG,250.00,200.00,200.00
Wholesale Price,"KOTA KINABALU, SABAH",AYAM PROSES STANDARD,F.A.Q,100 KG,970.00,970.00,950.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,370.00,370.00,350.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,500.00,500.00,400.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,450.00,450.00,400.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,800.00,800.00,760.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,600.00,560.00,560.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,700.00,700.00,650.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH ROSE,F.A.Q,100 KG,800.00,800.00,750.00
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,560.00,560.00
Wholesale Price,"KOTA KINABALU, SABAH",BAYAM ,F.A.Q,100 KG,350.00,300.00,300.00
Wholesale Price,"KOTA KINABALU, SABAH",BELIMBING (B10),F.A.Q,100 KG,360.00,300.00,300.00
Wholesale Price,"KOTA KINABALU, SABAH",BETIK SEKAKI,F.A.Q,100 KG,250.00,250.00,200.00
Wholesale Price,"KOTA KINABALU, SABAH",BUNGA KANTAN,F.A.Q,TANGKAI,1.80,1.80,1.70
Wholesale Price,"KOTA KINABALU, SABAH",CILI HIJAU,F.A.Q,100 KG,1400.00,1400.00,1300.00
Wholesale Price,"KOTA KINABALU, SABAH",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1500.00,1500.00,1400.00
Wholesale Price,"KOTA KINABALU, SABAH",CILI MERAH MINYAK,F.A.Q,100 KG,1500.00,1500.00,1400.00
Wholesale Price,"KOTA KINABALU, SABAH",DAUN BAWANG,F.A.Q,100 KG,800.00,800.00,760.00
Wholesale Price,"KOTA KINABALU, SABAH",DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,900.00,900.00,850.00
Wholesale Price,"KOTA KINABALU, SABAH",KACANG BENDI,F.A.Q,100 KG,400.00,400.00,350.00
Wholesale Price,"KOTA KINABALU, SABAH",KACANG BUNCIS,F.A.Q,100 KG,650.00,650.00,600.00
Wholesale Price,"KOTA KINABALU, SABAH",KACANG PANJANG HIJAU,F.A.Q,100 KG,400.00,400.00,350.00
Wholesale Price,"KOTA KINABALU, SABAH",KANGKUNG,F.A.Q,100 KG,300.00,300.00,270.00
Wholesale Price,"KOTA KINABALU, SABAH",KELAPA DIKUPAS,SEDANG,100 BIJI,180.00,180.00,160.00
Wholesale Price,"KOTA KINABALU, SABAH",KETOLA / PETOLA SEGI,F.A.Q,100 KG,350.00,300.00,300.00
Wholesale Price,"KOTA KINABALU, SABAH",KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,360.00,360.00,350.00
Wholesale Price,"KOTA KINABALU, SABAH",PISANG BERANGAN,F.A.Q,100 KG,250.00,200.00,200.00
Wholesale Price,"KOTA KINABALU, SABAH",PISANG MAS,F.A.Q,100 KG,300.00,300.00,260.00
Wholesale Price,"KOTA KINABALU, SABAH",SAWI HIJAU,F.A.Q,100 KG,600.00,600.00,500.00
Wholesale Price,"KOTA KINABALU, SABAH",TELUR AYAM,A,100 BIJI,46.00,46.00,45.00
Wholesale Price,"KOTA KINABALU, SABAH",TELUR AYAM,B,100 BIJI,44.00,44.00,43.00
Wholesale Price,"KOTA KINABALU, SABAH",TELUR AYAM,C,100 BIJI,43.00,43.00,42.00
Wholesale Price,"KOTA KINABALU, SABAH",TEMBIKAI MERAH,F.A.Q,100 KG,250.00,200.00,200.00
Wholesale Price,"KOTA KINABALU, SABAH",TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,260.00,250.00,250.00
Wholesale Price,"KOTA KINABALU, SABAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,350.00,350.00,300.00
Wholesale Price,"KOTA KINABALU, SABAH",TIMUN HIJAU ,F.A.Q,100 KG,250.00,200.00,200.00
Wholesale Price,"KOTA KINABALU, SABAH",TOMATO (TANAH TINGGI),F.A.Q,100 KG,650.00,650.00,600.00
Wholesale Price,"KOTA KINABALU, SABAH",UBI KENTANG HOLLAND,F.A.Q,100 KG,300.00,250.00,250.00
Wholesale Price,"KUCHING, SARAWAK",AYAM HIDUP,F.A.Q,100 KG,820.00,810.00,800.00
Wholesale Price,"KUCHING, SARAWAK",AYAM PROSES STANDARD,F.A.Q,100 KG,830.00,830.00,830.00
Wholesale Price,"KUCHING, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,260.00,260.00,260.00
Wholesale Price,"KUCHING, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"KUCHING, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,600.00,550.00,500.00
Wholesale Price,"KUCHING, SARAWAK",BAWANG MERAH ROSE,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"KUCHING, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,650.00,600.00
Wholesale Price,"KUCHING, SARAWAK",BAYAM ,F.A.Q,100 KG,600.00,550.00,500.00
Wholesale Price,"KUCHING, SARAWAK",BELIMBING (B10),F.A.Q,100 KG,450.00,400.00,350.00
Wholesale Price,"KUCHING, SARAWAK",BETIK SEKAKI,F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,"KUCHING, SARAWAK",BUNGA KANTAN,F.A.Q,TANGKAI,0.75,0.70,0.65
Wholesale Price,"KUCHING, SARAWAK",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,2200.00,2200.00,2200.00
Wholesale Price,"KUCHING, SARAWAK",DAUN BAWANG,F.A.Q,100 KG,2300.00,2300.00,2300.00
Wholesale Price,"KUCHING, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,2800.00,2700.00,2600.00
Wholesale Price,"KUCHING, SARAWAK",KACANG BENDI,F.A.Q,100 KG,1000.00,900.00,800.00
Wholesale Price,"KUCHING, SARAWAK",KACANG BUNCIS,F.A.Q,100 KG,1000.00,1000.00,1000.00
Wholesale Price,"KUCHING, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,100 KG,650.00,650.00,650.00
Wholesale Price,"KUCHING, SARAWAK",KANGKUNG,F.A.Q,100 KG,500.00,450.00,400.00
Wholesale Price,"KUCHING, SARAWAK",KELAPA DIKUPAS,SEDANG,100 BIJI,120.00,110.00,100.00
Wholesale Price,"KUCHING, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,100 KG,600.00,500.00,400.00
Wholesale Price,"KUCHING, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"KUCHING, SARAWAK",PISANG BERANGAN,F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,"KUCHING, SARAWAK",PISANG MAS,F.A.Q,100 KG,250.00,250.00,250.00
Wholesale Price,"KUCHING, SARAWAK",SAWI HIJAU,F.A.Q,100 KG,1100.00,1000.00,900.00
Wholesale Price,"KUCHING, SARAWAK",TELUR AYAM,A,100 BIJI,44.00,44.00,44.00
Wholesale Price,"KUCHING, SARAWAK",TELUR AYAM,B,100 BIJI,42.00,42.00,42.00
Wholesale Price,"KUCHING, SARAWAK",TELUR AYAM,C,100 BIJI,40.00,40.00,40.00
Wholesale Price,"KUCHING, SARAWAK",TEMBIKAI MERAH,F.A.Q,100 KG,450.00,450.00,450.00
Wholesale Price,"KUCHING, SARAWAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,450.00,450.00,450.00
Wholesale Price,"KUCHING, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,700.00,700.00,700.00
Wholesale Price,"KUCHING, SARAWAK",TIMUN HIJAU ,F.A.Q,100 KG,400.00,350.00,300.00
Wholesale Price,"KUCHING, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,100 KG,700.00,650.00,600.00
Wholesale Price,"KUCHING, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,100 KG,250.00,230.00,200.00
Wholesale Price,"SIBU, SARAWAK",AYAM HIDUP,F.A.Q,100 KG,650.00,650.00,650.00
Wholesale Price,"SIBU, SARAWAK",AYAM PROSES STANDARD,F.A.Q,100 KG,830.00,830.00,830.00
Wholesale Price,"SIBU, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,230.00,230.00,230.00
Wholesale Price,"SIBU, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,"SIBU, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"SIBU, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,"SIBU, SARAWAK",BAYAM ,F.A.Q,100 KG,510.00,510.00,510.00
Wholesale Price,"SIBU, SARAWAK",BELIMBING (B10),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"SIBU, SARAWAK",BETIK SEKAKI,F.A.Q,100 KG,450.00,450.00,450.00
Wholesale Price,"SIBU, SARAWAK",CILI HIJAU,F.A.Q,100 KG,900.00,900.00,900.00
Wholesale Price,"SIBU, SARAWAK",CILI MERAH MINYAK,F.A.Q,100 KG,1500.00,1500.00,1500.00
Wholesale Price,"SIBU, SARAWAK",DAUN BAWANG,F.A.Q,100 KG,1800.00,1800.00,1800.00
Wholesale Price,"SIBU, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,2200.00,2200.00,2200.00
Wholesale Price,"SIBU, SARAWAK",KACANG BENDI,F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,"SIBU, SARAWAK",KACANG BUNCIS,F.A.Q,100 KG,950.00,950.00,950.00
Wholesale Price,"SIBU, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"SIBU, SARAWAK",KANGKUNG,F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,"SIBU, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,100 KG,510.00,510.00,510.00
Wholesale Price,"SIBU, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"SIBU, SARAWAK",PISANG BERANGAN,F.A.Q,100 KG,450.00,450.00,450.00
Wholesale Price,"SIBU, SARAWAK",PISANG MAS,F.A.Q,100 KG,490.00,490.00,490.00
Wholesale Price,"SIBU, SARAWAK",SAWI HIJAU,F.A.Q,100 KG,690.00,690.00,690.00
Wholesale Price,"SIBU, SARAWAK",TELUR AYAM,A,100 BIJI,43.00,43.00,43.00
Wholesale Price,"SIBU, SARAWAK",TELUR AYAM,B,100 BIJI,40.00,40.00,40.00
Wholesale Price,"SIBU, SARAWAK",TELUR AYAM,C,100 BIJI,39.00,39.00,39.00
Wholesale Price,"SIBU, SARAWAK",TEMBIKAI MERAH,F.A.Q,100 KG,290.00,290.00,290.00
Wholesale Price,"SIBU, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,800.00,800.00,800.00
Wholesale Price,"SIBU, SARAWAK",TIMUN HIJAU ,F.A.Q,100 KG,200.00,200.00,200.00
Wholesale Price,"SIBU, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,100 KG,590.00,590.00,590.00
Wholesale Price,"SIBU, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,100 KG,190.00,190.00,190.00
Wholesale Price,"MIRI, SARAWAK",AYAM PROSES STANDARD,F.A.Q,100 KG,850.00,850.00,850.00
Wholesale Price,"MIRI, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,1200.00,1200.00,1200.00
Wholesale Price,"MIRI, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,"MIRI, SARAWAK",BAYAM ,F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,"MIRI, SARAWAK",BELIMBING (B10),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"MIRI, SARAWAK",BETIK SEKAKI,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",BUNGA KANTAN,F.A.Q,TANGKAI,2.00,2.00,2.00
Wholesale Price,"MIRI, SARAWAK",CILI HIJAU,F.A.Q,100 KG,1700.00,1700.00,1700.00
Wholesale Price,"MIRI, SARAWAK",CILI MERAH MINYAK,F.A.Q,100 KG,2500.00,2500.00,2500.00
Wholesale Price,"MIRI, SARAWAK",DAUN BAWANG,F.A.Q,100 KG,1200.00,1200.00,1200.00
Wholesale Price,"MIRI, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1000.00,1000.00,1000.00
Wholesale Price,"MIRI, SARAWAK",KACANG BENDI,F.A.Q,100 KG,800.00,800.00,800.00
Wholesale Price,"MIRI, SARAWAK",KACANG BUNCIS,F.A.Q,100 KG,700.00,700.00,700.00
Wholesale Price,"MIRI, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,100 KG,700.00,700.00,700.00
Wholesale Price,"MIRI, SARAWAK",KANGKUNG,F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,"MIRI, SARAWAK",KELAPA DIKUPAS,SEDANG,100 BIJI,200.00,200.00,200.00
Wholesale Price,"MIRI, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"MIRI, SARAWAK",KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"MIRI, SARAWAK",PISANG BERANGAN,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",PISANG MAS,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",SAWI HIJAU,F.A.Q,100 KG,1200.00,1200.00,1200.00
Wholesale Price,"MIRI, SARAWAK",TELUR AYAM,A,100 BIJI,44.00,44.00,44.00
Wholesale Price,"MIRI, SARAWAK",TELUR AYAM,B,100 BIJI,41.00,41.00,41.00
Wholesale Price,"MIRI, SARAWAK",TELUR AYAM,C,100 BIJI,39.00,39.00,39.00
Wholesale Price,"MIRI, SARAWAK",TEMBIKAI MERAH,F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,"MIRI, SARAWAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"MIRI, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"MIRI, SARAWAK",TIMUN HIJAU ,F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,"MIRI, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,"MIRI, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,100 KG,200.00,200.00,200.00
Wholesale Price,W.P. KUALA LUMPUR,AYAM HIDUP,F.A.Q,100 KG,790.00,790.00,790.00
Wholesale Price,W.P. KUALA LUMPUR,AYAM PROSES STANDARD,F.A.Q,100 KG,890.00,890.00,890.00
Wholesale Price,W.P. KUALA LUMPUR,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,210.00,210.00,210.00
Wholesale Price,W.P. KUALA LUMPUR,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,133.00,133.00,133.00
Wholesale Price,W.P. KUALA LUMPUR,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,160.00,160.00,160.00
Wholesale Price,W.P. KUALA LUMPUR,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,W.P. KUALA LUMPUR,BAWANG MERAH ROSE,F.A.Q,100 KG,260.00,260.00,260.00
Wholesale Price,W.P. KUALA LUMPUR,BAWANG PUTIH (CHINA),F.A.Q,100 KG,560.00,560.00,560.00
Wholesale Price,W.P. KUALA LUMPUR,BAYAM ,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,W.P. KUALA LUMPUR,BELIMBING (B10),F.A.Q,100 KG,330.00,330.00,330.00
Wholesale Price,W.P. KUALA LUMPUR,BETIK SEKAKI,F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,W.P. KUALA LUMPUR,BUNGA KANTAN,F.A.Q,TANGKAI,0.70,0.70,0.70
Wholesale Price,W.P. KUALA LUMPUR,CILI HIJAU,F.A.Q,100 KG,1000.00,1000.00,1000.00
Wholesale Price,W.P. KUALA LUMPUR,CILI HIJAU (IMPORT),F.A.Q,100 KG,571.00,571.00,571.00
Wholesale Price,W.P. KUALA LUMPUR,CILI MERAH (CHINA),F.A.Q,100 KG,800.00,771.00,742.00
Wholesale Price,W.P. KUALA LUMPUR,CILI MERAH (THAILAND),F.A.Q,100 KG,828.00,828.00,828.00
Wholesale Price,W.P. KUALA LUMPUR,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1200.00,1200.00,1200.00
Wholesale Price,W.P. KUALA LUMPUR,CILI MERAH MINYAK,F.A.Q,100 KG,1000.00,1000.00,1000.00
Wholesale Price,W.P. KUALA LUMPUR,DAUN BAWANG,F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,W.P. KUALA LUMPUR,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1100.00,1100.00,1100.00
Wholesale Price,W.P. KUALA LUMPUR,KACANG BENDI,F.A.Q,100 KG,750.00,750.00,750.00
Wholesale Price,W.P. KUALA LUMPUR,KACANG BUNCIS,F.A.Q,100 KG,1300.00,1300.00,1300.00
Wholesale Price,W.P. KUALA LUMPUR,KACANG PANJANG HIJAU,F.A.Q,100 KG,800.00,800.00,800.00
Wholesale Price,W.P. KUALA LUMPUR,KANGKUNG,F.A.Q,100 KG,450.00,450.00,450.00
Wholesale Price,W.P. KUALA LUMPUR,KELAPA DIKUPAS,SEDANG,100 BIJI,200.00,200.00,200.00
Wholesale Price,W.P. KUALA LUMPUR,KETOLA / PETOLA SEGI,F.A.Q,100 KG,550.00,550.00,550.00
Wholesale Price,W.P. KUALA LUMPUR,KUBIS BULAT (CHINA),F.A.Q,100 KG,200.00,200.00,200.00
Wholesale Price,W.P. KUALA LUMPUR,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,W.P. KUALA LUMPUR,PISANG BERANGAN,F.A.Q,100 KG,330.00,330.00,330.00
Wholesale Price,W.P. KUALA LUMPUR,PISANG MAS,F.A.Q,100 KG,350.00,350.00,350.00
Wholesale Price,W.P. KUALA LUMPUR,SAWI HIJAU,F.A.Q,100 KG,700.00,700.00,700.00
Wholesale Price,W.P. KUALA LUMPUR,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Wholesale Price,W.P. KUALA LUMPUR,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Wholesale Price,W.P. KUALA LUMPUR,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Wholesale Price,W.P. KUALA LUMPUR,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,280.00,275.00,270.00
Wholesale Price,W.P. KUALA LUMPUR,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,900.00,900.00,900.00
Wholesale Price,W.P. KUALA LUMPUR,TIMUN HIJAU ,F.A.Q,100 KG,500.00,500.00,500.00
Wholesale Price,W.P. KUALA LUMPUR,TOMATO (TANAH TINGGI),F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,W.P. KUALA LUMPUR,UBI KENTANG HOLLAND,F.A.Q,100 KG,150.00,140.00,130.00
Wholesale Price,"LABUAN, W.P. LABUAN",AYAM PROSES STANDARD,F.A.Q,100 KG,980.00,980.00,980.00
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,375.00,362.50,350.00
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,450.00,425.00,400.00
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,700.00,700.00,700.00
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,"LABUAN, W.P. LABUAN",BAYAM ,F.A.Q,100 KG,350.00,325.00,300.00
Wholesale Price,"LABUAN, W.P. LABUAN",BELIMBING (B10),F.A.Q,100 KG,300.00,275.00,250.00
Wholesale Price,"LABUAN, W.P. LABUAN",BETIK SEKAKI,F.A.Q,100 KG,200.00,175.00,150.00
Wholesale Price,"LABUAN, W.P. LABUAN",BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,1.00
Wholesale Price,"LABUAN, W.P. LABUAN",CILI HIJAU,F.A.Q,100 KG,1500.00,1450.00,1400.00
Wholesale Price,"LABUAN, W.P. LABUAN",CILI MERAH MINYAK,F.A.Q,100 KG,1600.00,1550.00,1500.00
Wholesale Price,"LABUAN, W.P. LABUAN",DAUN BAWANG,F.A.Q,100 KG,1300.00,1300.00,1300.00
Wholesale Price,"LABUAN, W.P. LABUAN",DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1200.00,1100.00,1000.00
Wholesale Price,"LABUAN, W.P. LABUAN",KACANG BENDI,F.A.Q,100 KG,714.00,692.00,670.00
Wholesale Price,"LABUAN, W.P. LABUAN",KACANG BUNCIS,F.A.Q,100 KG,714.00,692.00,670.00
Wholesale Price,"LABUAN, W.P. LABUAN",KACANG PANJANG HIJAU,F.A.Q,100 KG,714.00,692.00,670.00
Wholesale Price,"LABUAN, W.P. LABUAN",KANGKUNG,F.A.Q,100 KG,350.00,325.00,300.00
Wholesale Price,"LABUAN, W.P. LABUAN",KELAPA DIKUPAS,SEDANG,100 BIJI,150.00,150.00,150.00
Wholesale Price,"LABUAN, W.P. LABUAN",KETOLA / PETOLA SEGI,F.A.Q,100 KG,400.00,400.00,400.00
Wholesale Price,"LABUAN, W.P. LABUAN",KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,400.00,350.00,300.00
Wholesale Price,"LABUAN, W.P. LABUAN",PISANG BERANGAN,F.A.Q,100 KG,300.00,275.00,250.00
Wholesale Price,"LABUAN, W.P. LABUAN",PISANG MAS,F.A.Q,100 KG,200.00,200.00,200.00
Wholesale Price,"LABUAN, W.P. LABUAN",SAWI HIJAU,F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,"LABUAN, W.P. LABUAN",TELUR AYAM,A,100 BIJI,47.00,47.00,47.00
Wholesale Price,"LABUAN, W.P. LABUAN",TELUR AYAM,B,100 BIJI,46.00,46.00,46.00
Wholesale Price,"LABUAN, W.P. LABUAN",TELUR AYAM,C,100 BIJI,45.00,45.00,45.00
Wholesale Price,"LABUAN, W.P. LABUAN",TEMBIKAI MERAH,F.A.Q,100 KG,250.00,225.00,200.00
Wholesale Price,"LABUAN, W.P. LABUAN",TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,350.00,325.00,300.00
Wholesale Price,"LABUAN, W.P. LABUAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,600.00,600.00,600.00
Wholesale Price,"LABUAN, W.P. LABUAN",TIMUN HIJAU ,F.A.Q,100 KG,300.00,300.00,300.00
Wholesale Price,"LABUAN, W.P. LABUAN",TOMATO (TANAH TINGGI),F.A.Q,100 KG,700.00,700.00,700.00
Wholesale Price,"LABUAN, W.P. LABUAN",UBI KENTANG HOLLAND,F.A.Q,100 KG,300.00,287.50,275.00
Retail Price,"JOHOR BAHRU, JOHOR",AYAM HIDUP,F.A.Q,KG,8.80,8.50,8.20
Retail Price,"JOHOR BAHRU, JOHOR",AYAM PROSES STANDARD,F.A.Q,KG,11.00,10.75,10.50
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.50,5.25,5.00
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,6.00,5.50,5.00
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,14.00,13.00,12.00
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG MERAH ROSE,F.A.Q,KG,14.00,13.00,12.00
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG PUTIH (CHINA),F.A.Q,KG,12.00,11.00,10.00
Retail Price,"JOHOR BAHRU, JOHOR",BAYAM ,F.A.Q,KG,7.00,6.75,6.50
Retail Price,"JOHOR BAHRU, JOHOR",BELIMBING (B10),F.A.Q,KG,8.00,7.00,6.00
Retail Price,"JOHOR BAHRU, JOHOR",BETIK SEKAKI,F.A.Q,KG,4.50,4.25,4.00
